item_id;vectors
996;0.56897324|-0.050549716|0.4671518|0.40506998|-0.23768255|0.46464255|-0.63278043|0.6953623|-0.068175495|-0.5605613|0.6249649|-0.30795392|0.16622981|-0.14011826|0.7738725|-0.5038293|-0.37897518|0.27543604|0.41104245|-0.2686885|-0.11747739|0.10170737|-0.39131176|-0.3488671|-0.3988417|-0.5430807|-0.4239909|0.4422664|0.24771938|-0.45787996|-0.25398746|0.2283072|0.20947601|0.30228722|-0.47208706|0.123471856|-0.36665973|0.42364597|-0.54266155|-0.4176347|-0.2289798|-0.14286247|-0.6070608|-0.3066451|-0.13162914|-0.47541368|-0.38205487|0.0782602|0.15217361|0.16344859|0.49814835|-0.23650402|-0.2959867|-0.08776519|-0.183443|0.15426709|-0.41675457|-0.37179068|-0.11651346|-0.5365771|0.15385386|0.41604042|0.5643628|0.18764785|-0.055365995|0.23193887|-0.05327837|0.04358902|-0.014166122|0.041073397|-0.29648784|0.047141016|0.005197108|-0.49282566|-0.59888715|0.07790086|-0.62316525|-0.6248368|0.23784678|-0.53820556|0.30743548|-0.23560938|-0.5272974|0.10559935|-0.29175422|-0.21611497|0.3079007|-0.14920142|-0.011334658|0.22215964|-0.30801848|0.507859|-0.5762948|0.5017395|-0.21613784|-0.56874824|-0.46583688|0.50745845|0.39593422|-0.16879086
997;0.6909846|-0.6592332|0.3262556|0.09696303|-0.39609027|0.08457178|-0.48538932|0.5074913|0.29401636|-0.58411837|0.06431699|-0.41920277|0.5665571|-0.5316023|0.7771153|-0.5922994|-0.26214984|0.20011118|0.17713137|-0.33003545|-0.14136918|0.07998262|-0.35544175|-0.6441261|-0.18053828|-0.5077568|-0.57772535|0.6253784|0.29881787|-0.16510111|-0.7406486|-0.2629573|0.19730261|0.09100157|-0.5475005|0.58456564|-0.2985062|0.05960022|-0.43506292|-0.50007117|-0.2621648|-0.27018288|-0.6050545|-0.7285601|0.14274277|-0.47666207|-0.09305997|-0.104766645|0.32010293|0.40590608|0.43773985|-0.3269517|-0.060707718|0.03675934|-0.26624376|0.34462664|-0.31903887|-0.26818144|0.03108576|-0.34343678|-0.14507678|0.03746207|0.3036239|-0.2808222|-0.18669556|0.03602527|-0.35390005|-0.38395497|0.035075486|0.49415416|-0.61648196|0.37318224|-0.4133045|0.082916744|-0.2701857|0.40943736|-0.042280942|-0.5784443|0.23016703|-0.06342773|0.053723626|-0.12955654|-0.4554364|0.1927757|-0.47199476|-0.040447123|0.47842413|0.12094358|0.05588734|0.5016782|-0.565622|0.35533005|-0.3666289|0.123448245|-0.43143868|-0.08579574|-0.24334478|0.784288|0.26102757|-0.18599817
998;0.83060956|-0.3771051|0.36603892|0.48399335|-0.6781384|0.4568039|-0.7530086|0.22061661|0.026478238|-0.525488|0.55007887|-0.24639846|0.055529602|-0.26922673|0.6456243|-0.7284617|-0.27531308|0.37711164|0.22845307|-0.58745104|-0.28072414|0.17154717|-0.5230478|-0.53839934|-0.21456063|-0.3150023|-0.4228693|0.52531517|0.058864683|-0.35697243|-0.3501288|-0.114348225|0.28382772|0.060929213|-0.32718897|0.22223222|-0.44585976|0.11506491|0.051471263|-0.47888607|0.0040044636|-0.34301177|-0.7385309|-0.4870394|0.14146084|-0.59443384|-0.43569914|-0.2592613|0.28018823|0.6392731|0.56563413|-0.08566347|-0.31911954|0.29299754|0.028376788|0.49076626|-0.18179742|-0.5756293|-0.058260035|-0.117596716|0.015827239|0.1591739|0.31231305|-0.12897323|-0.034112774|-0.080730125|-0.5700603|-0.20693755|-0.11313927|0.13858904|-0.21941683|0.28273085|-0.2100637|-0.005519803|-0.40866786|0.030927047|-0.2773893|-0.6460179|-0.0917314|-0.14329587|0.27045876|0.36043203|-0.3573648|0.25448596|-0.3547855|-0.00013814121|0.067606196|0.18527326|0.24766035|0.45070964|-0.38342512|0.27080038|-0.5515033|0.2950205|-0.4173994|-0.29297262|-0.17542958|0.6661155|0.332149|-0.4006397
999;0.7062017|-0.21816061|0.39123338|0.50852156|-0.51162016|0.23593307|-0.49001086|0.3976082|-0.1598824|-0.33044875|0.3911634|-0.57683754|0.17351292|-0.1610254|0.6547402|-0.7369488|-0.34360516|0.46724218|0.25485712|-0.71625197|-0.107878044|0.178994|-0.59020066|-0.54026294|-0.25785607|-0.44439894|-0.2344147|0.68862945|0.056120005|-0.43109137|-0.34080642|-0.5004553|0.52197737|0.13162826|-0.34020078|0.15774272|-0.29519102|0.5289749|-0.38142076|-0.33019236|0.1006176|-0.22286147|-0.65225744|-0.5149563|0.22569719|-0.43840945|-0.14016226|0.04687824|0.16911879|0.31502336|0.44611812|-0.21748401|-0.43154156|0.23118554|-0.28025573|0.43294287|-0.25710174|-0.35300076|-0.1242273|-0.554013|-0.04580593|0.34295496|0.48180044|-0.25705183|0.23080564|0.0146241635|-0.33957246|-0.08575418|-0.050981123|0.12643483|-0.14277017|0.23783733|-0.29311997|-0.18162479|-0.6739923|0.035463683|-0.5706583|-0.48231488|-0.028872848|-0.02861607|0.040844623|0.06671259|-0.092874795|0.09355816|-0.42998442|-0.08697903|0.21697669|-0.12781599|-0.012174517|0.22292495|-0.54858565|0.4248831|-0.48232463|0.30287218|-0.19901419|-0.06719786|-0.36822322|0.7326127|0.22672892|-0.2320005
1000;0.6113908|-0.6735909|0.49379742|0.081301615|0.015647054|0.16583782|-0.26868182|0.11086571|-0.02928434|-0.2558102|0.33568683|-0.6104877|0.77449614|-0.6937668|0.7838534|-0.42581195|-0.6191551|0.40838644|0.2986116|-0.54191077|-0.3854311|0.32569504|-0.7475311|-0.0911002|0.08323544|-0.29721135|0.19286856|0.6617699|0.035222985|-0.4993213|-0.22491561|-0.059839502|0.9991785|-0.4207518|-0.6302442|-0.1606412|-0.45185524|0.51144534|-0.29407692|-0.61651546|0.036928102|-0.7116282|-0.5088412|-0.5716897|0.3623844|-0.33658737|-0.26501286|0.22859606|0.6798444|0.059558585|0.6172559|-0.28676113|-0.3196083|-0.15270793|-0.5766587|0.2844143|-0.0466609|-0.610453|-0.067058355|-0.31084076|-0.27233422|-0.07649805|0.6599824|-0.63028973|0.08494875|0.075849324|-0.06164126|0.11954544|0.26413262|0.15034953|-0.3371621|-0.039121047|0.1126478|0.2869883|-0.84378356|0.2639019|-0.741675|-0.25189254|0.21316369|-0.29812932|0.18603957|0.24050358|-0.028565526|-0.48685804|-0.40691876|0.002733238|0.03780529|0.22754687|-0.19422483|0.713083|-0.22250122|0.33978534|-0.45233923|0.35417795|-0.39877576|0.20592377|-0.2510945|0.8084885|0.34591758|0.034125566
1001;0.37503928|-0.30724669|0.6288806|0.39482018|-0.62865067|0.37284845|-0.4654556|0.52587444|0.0073291063|-0.6859678|0.6112731|-0.34230524|0.3167983|-0.599718|0.75700295|-0.5949667|0.015161693|0.31141463|0.37700957|-0.5693711|-0.02040435|0.22062165|-0.46653897|-0.5702274|-0.13029519|-0.5800326|-0.45814022|0.7901765|0.3927582|-0.1942577|-0.3667385|-0.025157696|0.49400625|0.1783133|-0.42636198|0.15186295|-0.23349647|0.23623967|-0.5442421|-0.417011|-0.04669722|-0.26010373|-0.7019968|-0.4565627|0.13138737|-0.35171503|-0.104727164|-0.10739108|0.27383548|0.3530463|0.22884625|-0.2673595|-0.41262826|0.08097692|-0.6155131|0.03679782|-0.026076615|-0.49568865|-0.06190541|-0.44953263|-0.2819388|0.10730636|0.2259626|-0.2462711|-0.039878227|0.03736694|-0.51159203|-0.3167165|-0.2051406|0.3843624|-0.40698916|0.14575379|-0.29272184|0.04811275|-0.63735336|0.0023622513|-0.2189615|-0.64440274|0.2338619|-0.016364545|0.08016358|-0.23475358|-0.19308215|0.057278175|-0.3971774|-0.078884125|0.4171485|-0.015035719|0.1649793|0.68565047|-0.34986517|0.40746278|-0.41976348|-0.0013687313|-0.28713378|-0.15315363|-0.34837413|0.6599475|-0.038651004|-0.3436708
1002;0.5951909|-0.35067233|0.032951117|0.27663752|-0.19870365|0.4709875|-0.497141|0.6897233|-0.055596355|-0.7216716|0.24090791|-0.29873917|0.5064566|-0.1708732|0.54152095|-0.7885485|-0.6202866|0.401764|0.46460176|-0.6976714|-0.117199376|0.28501242|-0.27711064|-0.08829151|-0.069339976|-0.2520854|-0.17935243|0.6667478|0.2242017|-0.08458489|-0.46140265|-0.052057944|0.08988404|0.021321002|-0.36300287|0.2614718|-0.2742814|0.14685553|-0.38277835|-0.4454067|-0.24394764|-0.17169753|-0.6394481|-0.19293007|-0.07039249|-0.3913349|-0.45549545|-0.42914617|0.35004556|0.20412105|0.31570673|-0.24607368|-0.245929|-0.04948826|-0.12831622|0.20424122|-0.291866|-0.21528873|0.033872068|-0.4752379|-0.26574054|0.25304744|0.31390092|-0.0032118144|-0.09320276|0.24574524|-0.3182201|-0.071830034|0.14704794|0.18855658|-0.20424901|-0.030203223|-0.086019695|-0.19507179|-0.41999382|0.28243148|-0.38598716|-0.67802596|0.0021061003|-0.023671381|-0.03992708|-0.09196146|-0.41773129|0.014408052|-0.42571783|-0.0978948|0.334986|0.30863905|0.22089773|0.29537252|-0.17618087|0.0422446|-0.4934857|0.17091355|-0.13478065|-0.36941922|0.018907502|0.63987654|0.15322056|-0.11338213
1003;0.48465785|-0.39385659|0.4901315|0.49379396|-0.12718835|0.23653747|-0.35393694|0.7502574|-0.12408152|-0.23485853|0.57198745|-0.45822808|0.2835925|-0.36500773|0.36967963|-0.23264417|-0.11315046|0.2692557|0.44775745|-0.56339747|-0.35253942|-0.014854997|-0.5715399|-0.09914346|-0.3634064|-0.5295071|-0.3486759|0.84907615|0.17309248|-0.6004122|-0.4147289|-0.08903056|0.30737752|0.07522338|-0.23471135|0.22344863|-0.4316089|0.27549437|-0.29972094|-0.6444877|-0.22403406|-0.19652955|-0.58620185|-0.35810095|-0.22174656|-0.27869928|-0.13457209|0.115508705|-0.06011933|0.13463986|0.37767807|-0.37221912|-0.36602437|-0.14002836|-0.34992218|0.2714692|-0.5856651|-0.2050417|-0.38147673|-0.43314904|-0.30083734|-0.08069678|0.78631115|0.07658895|-0.10857594|0.14532955|0.0001450777|-0.069549635|0.0066221645|0.14119226|-0.44554192|0.5289856|-0.40655285|0.06455059|-0.6694639|0.08861226|-0.41707808|-0.7156408|0.17973518|0.028838336|0.30370167|0.059359267|-0.3160156|-0.31770676|-0.4467932|-0.29623362|0.21411705|0.16155621|0.42389494|0.22363651|-0.5378209|0.45986897|-0.354441|0.24323945|0.013591379|-0.29233208|-0.0029887706|0.9963095|0.16408238|-0.15961872
1004;0.5273418|-0.54204285|0.057303965|0.09262368|0.11792478|0.69026184|0.10794267|0.21983209|-0.50257397|-0.61145115|0.75965273|-0.6923928|0.27608714|-0.45498753|0.2715587|-0.67663646|0.04266052|0.42814562|0.18834758|-0.4909699|-0.24445558|0.2291901|-0.5769388|-0.4483922|-0.23536836|-0.14803347|0.118881196|1.0116557|0.82502043|-0.32812816|-0.49404776|0.057881862|0.30349576|-0.17475751|-0.30458468|0.39493844|-0.10264531|0.29157862|-0.28165543|-0.5113942|-0.05765459|-0.5533357|-0.35542342|-0.73655146|-0.39588034|-0.30805808|-0.69840527|0.22513205|0.24307784|0.4865867|0.36384782|-0.3687462|-0.47174335|0.10553864|0.22501111|0.20220035|-0.61737496|-0.6497695|0.009037979|-0.42900604|-0.38168|-0.03760107|0.6933061|-0.11064596|-0.05745714|0.20206273|-0.5700941|0.17465723|0.054055005|0.24873915|-0.44986606|0.05603388|-0.059680462|0.36896387|-1.0373125|0.007120207|-0.38468885|-0.72082585|0.22844237|-0.44949496|0.16401133|-0.28828|-0.2957729|-0.13877666|-0.43641612|-0.19003439|-0.37911835|0.18981805|0.17087446|0.76844084|-0.67300034|-0.29817912|0.043772995|-0.12444319|0.3590376|-0.16081306|-0.07675396|0.6675575|0.73901385|-0.15813908
1005;0.8534081|-0.425583|0.30066276|0.512275|-0.41215706|0.24629329|-0.13696876|0.33242607|-0.13037561|-0.32063103|0.36037815|-0.4159681|0.2479219|-0.3038324|0.67287755|-0.72095084|-0.4342938|0.6810491|0.39111128|-0.29319644|-0.21463111|0.23313028|-0.46244895|-0.009994581|-0.51178443|-0.30573738|-0.22670086|0.87116694|-0.25405973|-0.020137548|-0.5530057|-0.4555027|0.5500656|0.12330213|-0.8984779|0.14072408|-0.16158973|0.47082454|-0.24551088|-0.4186221|0.0058212876|-0.12439968|-0.25533545|-0.3907893|-0.097059906|-0.47520837|-0.16489924|0.016155263|0.2927746|0.3918177|0.33123145|-0.14607462|-0.53137445|0.0020537768|0.03353381|0.7191622|-0.5749945|-0.41411254|-0.21716091|-0.6001778|-0.17777464|0.32595086|0.41375694|0.066272475|-0.13377926|0.40637904|-0.23697846|-0.31546116|-0.081752464|0.051193133|-0.4438621|-0.08646028|-0.26838374|-0.14600407|-0.2314643|0.3703428|-0.4155315|-0.60940725|0.34784108|0.08210486|-0.1721205|0.0062695034|-0.38004893|-0.100079134|-0.5949847|-0.29022756|0.5975277|0.54582953|-0.012517035|0.5175557|-0.5983081|0.29671127|-0.3679514|0.24194562|-0.41387168|0.22197801|-0.25012463|0.94208443|-0.061185166|-0.20031717
1006;0.3591829|-0.22369637|0.8187543|0.097203076|-0.3778149|0.46374917|-0.08193979|0.27392244|-0.41771734|-0.807976|0.98369896|-0.92697275|-0.03175108|-0.61063707|0.7975193|-0.89676046|-0.047443844|0.4474107|0.32753837|-0.3968962|0.3443755|0.3780877|-0.55546236|-0.48736864|-0.21783906|0.22363079|-0.04451099|0.55558485|-0.061001465|-0.22448009|-0.0042375326|0.36220953|0.47245157|0.2829242|-0.72314|0.8827004|-0.17954402|0.16314715|-0.30959052|-0.19460312|-0.51568705|-0.5257987|-0.4760321|-0.5298381|-0.20209149|-0.12646759|-0.46289915|0.04516586|-0.23254865|-0.013116315|0.205684|-0.59531987|-0.39115646|0.82720995|-0.11394276|0.12878901|0.13047352|-1.0216037|-0.45352292|-0.5144315|-0.62510896|0.75939226|-0.043427676|0.7002172|-0.24710159|0.56887674|-0.62716806|0.5043183|0.05868199|0.3606527|-0.32032847|0.063907295|-0.42997873|-0.11055762|-0.68065274|0.0020906627|-0.5582719|-0.7524889|-0.46507868|-0.015595354|0.028629243|-0.26073852|-0.78238165|-0.21875408|-0.42902797|0.40057525|0.3903275|0.09124842|0.39144439|1.0031365|-0.24560879|0.42034018|-0.37101734|0.081676975|-0.29550207|-0.2111679|0.048040614|0.58956903|-0.32217216|-0.49662584
1007;0.29241914|-0.51640904|0.4222709|0.89588463|-0.5704863|0.4378714|-0.39902133|0.26165342|-0.77359974|-0.7972014|0.41535228|-0.17266934|0.23295122|-0.7004504|0.76812977|-0.9112308|0.46210885|0.53493243|0.58184457|-0.36658067|-0.05922931|0.28953204|-0.5331718|-0.556269|-0.5990365|-0.22489253|-0.010947585|0.83613026|-0.03585273|-0.62668467|-0.010489523|0.39283213|0.44716886|0.36512738|-0.5694039|-0.029681891|-1.1012169|0.18197118|-0.023617953|-0.4750999|-0.09098064|0.17537066|-1.1048342|-0.48351023|0.11021|-0.48382157|0.2846461|-0.20136642|-0.049360633|0.4179451|0.36199892|0.07864961|-0.3331848|0.7290699|-0.21234287|-0.03775412|-0.28436792|-0.69145507|-0.10584348|-1.265302|-0.49151847|0.4207674|0.7739929|0.37052637|0.055813834|0.2210814|-0.062594995|-0.17838308|0.0033715973|0.49547368|-0.20052977|0.36770493|-0.89192736|-0.12966639|-0.4874617|0.18791607|0.26524863|-0.07144463|0.09678416|0.04830672|-0.55133605|0.052017838|-1.215332|0.10927741|0.060901552|0.09679874|0.17200316|0.046116237|0.56361955|0.24785368|-0.504692|0.8342891|-0.38901556|0.0076438636|0.19313604|-0.02290035|-0.096874416|1.1163778|0.33753133|-0.45810136
1008;0.41310102|-0.21257989|0.20872355|-0.019362986|0.040908426|0.21403874|-0.70842755|0.10530886|-0.5206692|-0.18457222|0.8632853|-0.565422|0.2832595|0.28678563|0.8453467|-0.694345|-0.03462164|1.0585625|0.42739204|-0.90462613|0.3017375|0.52050704|-0.11769289|-0.28320545|-0.7813268|-0.41882038|-0.51816404|1.1084862|-0.062196374|-0.24386536|-0.092766|0.18426625|0.7066297|0.2530383|-0.6528696|0.19490106|-0.23679426|0.12717095|-0.65543145|-0.66713053|-0.15869562|0.050219476|-1.0370373|-0.7258544|-0.47801554|-0.6155111|-0.7943575|-0.16236249|0.01917559|0.8365468|0.16173474|-0.6434411|-0.1362555|0.015198277|0.14640313|0.14547166|-0.27639258|-0.4954583|-0.110572934|-0.78171384|-0.1328318|0.48410475|0.23530479|0.025039863|-0.20047969|0.30696523|0.11310753|0.2001774|0.1378736|0.2642486|-0.32696506|0.5234187|-0.25666353|-0.22967958|-0.2686872|-0.0508831|-0.36706883|-0.96696794|0.56167233|-0.9095862|0.37807572|-0.4162097|-0.3645077|0.31452897|-0.6297853|-0.5367493|0.4675744|0.20195147|0.1799366|-0.07486954|-0.07741612|-0.3406045|-0.30685997|0.04717134|-0.44703496|-0.63164985|-0.818835|0.5630773|0.4423368|-0.50270176
1009;0.27618733|-0.63035166|0.6153177|0.10940865|-0.30916852|0.8754634|-0.61739695|0.15434027|-0.19905642|-0.3059048|0.5917322|-0.19810349|0.24894342|-0.45834717|0.6518372|-0.5066061|-0.4105968|0.46813312|0.35717803|-0.33718997|-0.21477988|-0.11100426|-0.5575094|-0.5193822|-0.5400212|-0.8688298|-0.53587055|0.43859786|0.1974068|-0.35764766|-0.26575062|0.07615278|0.1909364|-0.16387165|-0.41884005|0.26047826|-0.22640955|0.22723733|0.13530356|-0.45214036|0.09096752|-0.5931331|-0.40176877|-0.25595537|0.36778|-0.5714963|-0.34193158|-0.06327437|0.675242|0.31992424|0.7589846|0.10270253|-0.40165535|0.19871756|-0.2952161|0.2743636|-0.20146817|0.060994625|-0.13334149|-0.15622833|-0.43277588|-0.1300834|-0.09970662|0.21028876|0.51361006|0.26544762|-0.37199885|0.12747076|0.48854706|-0.3927269|-0.16795522|-0.2114755|-0.28855282|0.48236635|0.3240259|0.16942728|-0.9046253|-0.86070436|-0.0843918|-0.07923581|0.3372679|-0.05092235|0.17169645|0.13953161|-0.26621592|-0.12130861|0.28831437|0.09186962|-0.20240572|0.28536007|-0.23788516|0.4392653|-0.615623|0.33160916|-0.07324513|-0.04284607|-0.14935207|1.271302|0.4728561|-0.12632576
1010;1.0091666|-0.37184408|0.8150697|-0.08418885|-0.23405972|0.5488293|0.23622835|0.48437363|0.22528356|0.19314885|1.1481981|-0.7832935|-0.51162577|-0.012424618|0.6392821|-0.45598954|-0.6861685|0.7429145|0.3741944|-0.2725816|-0.16209282|-0.25961939|-0.26548553|0.007704258|-0.24180746|-0.71919405|-0.39714104|0.6102058|0.28843492|-0.65769404|0.081938505|-0.14652364|0.37115097|0.21150914|-0.46320125|0.24162666|-0.8710082|0.25422522|-0.6788889|0.07979226|-0.20449579|-0.524061|-0.21005732|-0.32531595|0.6867271|-0.055502206|-0.5669101|0.5607701|0.17941368|-0.30168658|-0.45742762|0.03138852|-1.1074238|-0.075248316|-0.553144|0.34120208|-0.34285784|-0.27001294|-0.10456909|-0.8471353|-0.69093037|0.29945278|0.15829603|0.07736276|-0.009977729|0.51528543|-0.24738926|-0.27107456|-0.36190543|0.16594443|-0.45022482|0.012768343|-0.51862663|0.008893032|-0.40995556|0.3392439|-0.0030246377|-0.4075411|0.1447247|-0.109823085|-0.114107296|-0.102682784|-0.34782752|-0.496907|-0.44678438|-0.073689215|0.5300321|-0.0752509|0.30024382|0.4944703|-0.348969|0.2542115|-0.30287847|0.2327545|0.11262515|0.06713063|-0.733819|0.27832824|0.56210816|-0.75351846
1011;-0.021133661|-0.21296214|-0.16114342|0.4510975|0.41754827|0.4918177|-0.4298108|0.8039093|0.52047396|-0.8495494|0.63063276|-0.09269762|0.076900974|-0.87537944|0.5134089|-0.3497174|0.4800036|0.69087577|0.13847536|-0.5217597|-0.2284821|0.54943746|-0.7343378|-0.44278854|-0.63247037|-0.15494555|-0.40779978|0.7998255|0.09587641|-0.7761429|-0.28659582|-0.32163095|0.6400507|0.2828797|-0.31869915|0.9350601|-0.66433746|0.3731305|-0.49392685|-1.0057552|-0.30820468|-0.54754514|-0.007697314|-0.8073082|-0.06343581|-1.1535203|-0.608431|0.45254353|-0.039562404|0.0741875|0.47447693|-0.6370645|-0.6186454|-0.05189171|-0.78605926|-0.048242703|-0.7586185|-0.69188774|0.08053979|-0.5572644|-0.76956725|0.025985256|0.6775318|0.46498507|0.3541867|0.33019924|-0.30714914|-0.20269158|-0.10887727|0.7062407|-0.16877419|0.4416896|-0.89834815|-0.05037065|-0.6280973|0.61806536|0.04767111|-0.6100608|0.8427088|0.34293437|-0.09028453|-0.10180711|-0.20035931|-0.032052|-0.43679723|-0.36129743|0.7580229|0.03059386|0.48094693|0.47919977|-0.8018516|0.2450166|-0.4326722|0.3779369|-0.037651345|0.25654793|-0.10935913|0.83391184|0.44213578|-0.10360274
1012;0.92664456|-0.42790207|0.027742326|0.25938356|-0.109412715|0.6759025|-0.46168107|-0.0016365051|0.15102257|-0.039174914|0.86200494|-0.54731023|0.1305312|-0.4678071|0.36521816|-0.08978295|-0.34499162|0.5834097|0.18173762|-0.75508213|-0.28863442|-0.095092624|-0.65860957|0.21279259|-0.29451567|-0.6702686|-0.022990122|0.7236212|-0.1982777|-0.321197|-0.27306414|-0.23630305|0.136455|0.026787106|-0.7104063|0.6012212|-0.5150799|-0.38689458|-0.52610636|-0.5981994|-0.21238989|-0.7444073|-0.4768246|-0.6653273|-0.14168464|0.030779243|-0.43845934|0.2930815|0.25513858|0.3485881|0.38057664|-0.34451398|-0.8021932|-0.19253622|-0.3984366|0.28254583|-0.5589098|-0.45650652|-0.020338133|-0.3117373|-0.23549|0.02343376|0.1608701|-0.13949287|0.03934755|0.3195044|-0.26946992|-0.123778194|-0.61282563|-0.009159371|-0.36037868|0.22678602|-0.5936011|-0.17493907|-0.18148378|0.4022169|-0.6323457|-0.9095384|0.20903926|0.0995014|-0.22352937|0.27443907|-0.2104035|-0.6630707|-0.40469712|-0.15691788|0.26319754|0.39710897|-0.12903342|0.7155776|-0.3244128|0.058030754|-0.6146997|0.364402|-0.30124652|-0.33091095|-0.21589462|0.6818634|0.1273436|-0.47015882
1013;0.5438398|-0.514423|0.43508804|0.4275437|0.15810394|0.9740251|-0.14608854|0.29540524|-0.37677905|-0.02063495|0.46305376|-0.60991764|-0.5118402|0.30927435|0.7114415|-0.5108404|0.16546403|0.4904616|0.87933636|-0.49091193|-0.3336421|0.20163576|-0.70851433|-0.57432836|-0.3021548|-0.6697345|0.18317798|0.7002239|-0.35887957|-0.70978|0.1012097|-0.013343098|0.77961|0.20520937|-0.417299|0.24852756|-0.31373173|0.9911936|-0.6413288|-0.28171444|0.3550424|-0.31625873|-0.061137557|-0.3922279|-0.39172024|-0.6075589|0.08406627|-0.44215065|0.055971175|0.09049894|0.25920767|-0.5281345|-0.13564318|0.048192672|-0.15203954|0.34182668|-0.79841745|-0.24199745|-0.3223512|-0.8270478|-0.12926264|0.008879304|0.91369486|-0.23383439|0.3823209|0.28565562|0.02588424|0.16253021|-0.16771749|0.1758711|-0.40022457|0.8711531|-0.6122848|-0.4051601|-0.8680924|-0.36968607|-0.19749519|-0.40484107|-0.11446041|-0.5582798|0.22703226|0.0011360422|-0.0871229|0.019423619|-0.49340037|0.031433135|0.63333476|-0.07385696|0.47503677|0.44687447|-0.37910563|0.20041214|0.28658372|0.34340048|0.017684862|-0.20266198|0.06435691|0.92625237|0.36017057|-0.13878268
1014;0.65585345|-0.3327015|0.56139594|0.41987133|-0.42416078|0.19740562|-0.3548521|0.428563|0.22670603|-0.36495313|0.60752916|-0.5187508|0.06122651|-0.2952413|0.29219437|-0.27556068|-0.31580693|0.37734523|0.5045686|-0.28660506|0.03337406|0.23458928|-0.77271557|-0.38529742|-0.31103128|-0.7601833|0.22277191|0.40010726|0.13996741|-0.70366144|-0.5168639|0.016021317|0.4877007|-0.025242738|-0.24793996|0.6753494|-0.5952538|0.38266465|-0.54737556|-0.60335815|-0.12190843|-0.53016424|-0.2626825|-0.7116504|0.11732365|-0.5219978|0.0749245|0.096765086|0.38469416|0.5289127|0.23904458|-0.6582595|-0.2776696|-0.10790896|-0.1048225|0.35372025|-0.5576345|-0.12591046|-0.2569561|-0.3678235|-0.29169112|0.013571948|0.6046767|-0.17640316|-0.02069649|0.19475883|-0.31152695|0.21129596|-0.48998278|0.6220369|-0.47511822|0.5428222|-0.47035152|0.15943833|-0.25206846|0.58668464|-0.29163966|-0.50571716|0.48522377|-0.06715725|-0.07333852|0.064025015|-0.52272266|0.05410899|-0.2473523|0.14222774|0.4745986|-0.23765418|0.11609286|0.3884711|-0.49123502|0.12451272|-0.1552998|-0.12451355|0.017797306|-0.07119085|-0.031248316|0.6520686|0.2589866|-0.25177276
